detail_id,favorite_food,feeding_frequency,aggressive
39993,Gerbil (unidentified),Often,1
39994,Yellow-crowned night heron,Never,1
39995,Spotted deer,Once,0
39996,Common pheasant,Often,1
39997,Tayra,Once,1
39998,Little brown dove,Yearly,1
39999,Black-capped chickadee,Often,0
40000,"Hyena, striped",Yearly,1
40001,Frog (unidentified),Once,0
40002,"Boar, wild",Weekly,0
40003,"Quoll, eastern",Yearly,1
40004,Gulls (unidentified),Daily,1
40005,African skink,Once,0
40006,"Stork, greater adjutant",Weekly,0
40007,"Devil, tasmanian",Once,0
40008,"Stork, white-necked",Daily,1
40009,"Eagle, bald",Often,1
40010,"Mongoose, yellow",Seldom,1
40011,"Plover, three-banded",Seldom,0
40012,Sable antelope,Yearly,0
40013,Woylie,Seldom,0
40014,Cormorant (unidentified),Never,0
40015,Blue catfish,Weekly,0
40016,"Kangaroo, red",Daily,0
40017,Ant (unidentified),Weekly,1
40018,Barrows goldeneye,Once,0
40019,"Colobus, black and white",Never,1
40020,Painted stork,Weekly,1
40021,African bush squirrel,Daily,1
40022,Bateleur eagle,Yearly,1
40023,Indian giant squirrel,Weekly,1
40024,Common seal,Never,1
40025,Bald eagle,Never,0
40026,"Fox, blue",Never,0
40027,"Woodpecker, downy",Seldom,0
40028,King vulture,Daily,0
40029,"Fox, north american red",Daily,1
40030,Common grenadier,Once,0
40031,Leadbeateri's ground hornbill,Yearly,0
40032,House crow,Weekly,1
40033,Swallow (unidentified),Never,0
40034,African pied wagtail,Never,0
40035,Blue wildebeest,Weekly,0
40036,Mule deer,Daily,0
40037,Giant otter,Never,1
40038,"Squirrel, antelope ground",Weekly,1
40039,"Hawk, red-tailed",Daily,0
40040,"Beaver, european",Seldom,1
40041,Black-fronted bulbul,Often,0
40042,Arctic ground squirrel,Once,0
40043,"Cat, european wild",Often,0
40044,"Squirrel, african bush",Yearly,1
40045,"Wapiti, elk,",Weekly,0
40046,Southern black-backed gull,Yearly,0
40047,Yellow-brown sungazer,Weekly,0
40048,"Cat, tiger",Monthly,0
40049,Springhare,Seldom,1
40050,"Tarantula, salmon pink bird eater",Once,0
40051,Black spider monkey,Once,1
40052,"Squirrel, nelson ground",Yearly,0
40053,"Stork, painted",Once,0
40054,"Dove, rock",Yearly,0
40055,Beisa oryx,Seldom,1
40056,"Kookaburra, laughing",Seldom,0
40057,Marabou stork,Once,1
40058,Greater adjutant stork,Never,0
40059,"Sifaka, verreaux's",Once,0
40060,European red squirrel,Often,1
40061,Euro wallaby,Daily,1
40062,Cape white-eye,Monthly,1
40063,Puma,Yearly,1
40064,Pied crow,Often,0
40065,Turkey vulture,Daily,0
40066,Barrows goldeneye,Often,0
40067,Black-backed magpie,Monthly,1
40068,"Whale, long-finned pilot",Daily,1
40069,"Kangaroo, eastern grey",Seldom,0
40070,Common seal,Weekly,0
40071,Laughing kookaburra,Monthly,0
40072,Brush-tailed rat kangaroo,Yearly,1
40073,"Pademelon, red-legged",Never,0
40074,"Bird, black-throated butcher",Yearly,1
40075,"Cormorant, king",Never,1
40076,Tawny eagle,Often,0
40077,Pied crow,Once,1
40078,Greater blue-eared starling,Seldom,0
40079,Brown and yellow marshbird,Often,1
40080,Black-capped chickadee,Often,0
40081,"Possum, golden brush-tailed",Yearly,0
40082,"Cat, european wild",Yearly,0
40083,"Flicker, field",Weekly,1
40084,European wild cat,Daily,1
40085,"Porcupine, prehensile-tailed",Daily,0
40086,Cuis,Seldom,1
40087,Blue-tongued skink,Often,1
40088,"Beaver, eurasian",Monthly,1
40089,"Lion, steller sea",Seldom,0
40090,Lesser mouse lemur,Daily,0
40091,Ring dove,Never,1
40092,Scottish highland cow,Seldom,0
40093,African wild cat,Weekly,1
40094,American crow,Yearly,0
40095,Pied cormorant,Monthly,0
40096,"Thrasher, curve-billed",Weekly,0
40097,Australian magpie,Once,0
40098,Horned puffin,Once,0
40099,"Egret, great",Yearly,0
40100,Grey lourie,Monthly,0
40101,"Civet, common palm",Once,0
40102,"Woodpecker, downy",Weekly,1
40103,"Heron, grey",Seldom,1
40104,"Bird, magnificent frigate",Often,0
40105,Paddy heron (unidentified),Weekly,1
40106,"Raven, white-necked",Weekly,0
40107,Royal tern,Weekly,1
40108,"Trumpeter, dark-winged",Never,0
40109,Blue crane,Weekly,1
40110,White-fronted bee-eater,Daily,1
40111,"Duck, comb",Yearly,0
40112,Pine siskin,Never,0
40113,"Squirrel, red",Daily,1
40114,Nubian bee-eater,Never,1
40115,Four-striped grass mouse,Seldom,1
40116,"Cliffchat, mocking",Seldom,0
40117,Rainbow lory,Monthly,1
40118,Bee-eater (unidentified),Monthly,1
40119,"Dolphin, striped",Often,1
40120,Four-horned antelope,Daily,0
40121,"Heron, striated",Weekly,0
40122,Coqui partridge,Seldom,1
40123,"Tenrec, tailless",Yearly,1
40124,"Openbill, asian",Yearly,0
40125,"Fox, savanna",Monthly,1
40126,Galapagos mockingbird,Seldom,0
40127,Spotted deer,Often,1
40128,Dromedary camel,Seldom,1
40129,Cape clawless otter,Daily,0
40130,"Skua, great",Seldom,1
40131,African elephant,Seldom,0
40132,"Loris, slender",Yearly,1
40133,Goanna lizard,Once,1
40134,Magnificent frigate bird,Daily,0
40135,Polar bear,Yearly,0
40136,"Snake, buttermilk",Monthly,1
40137,"Booby, masked",Monthly,1
40138,Southern hairy-nosed wombat,Weekly,0
40139,Canada goose,Seldom,0
40140,"Lemming, collared",Often,0
40141,Common rhea,Seldom,1
40142,"Woodpecker, red-headed",Weekly,1
40143,"Sloth, hoffman's",Daily,0
40144,South American meadowlark (unidentified),Once,0
40145,Red-capped cardinal,Weekly,1
40146,"Iguana, marine",Monthly,0
40147,Black-eyed bulbul,Once,1
40148,Goanna lizard,Daily,0
40149,"Elephant, asian",Once,0
40150,Little blue penguin,Often,0
40151,Komodo dragon,Monthly,1
40152,"Shark, blue",Seldom,1
40153,Cape white-eye,Seldom,0
40154,African buffalo,Monthly,1
40155,Common zebra,Never,0
40156,"Grenadier, common",Once,0
40157,"Bear, black",Never,0
40158,Desert tortoise,Once,0
40159,"Cormorant, king",Seldom,0
40160,Eurasian beaver,Weekly,1
40161,"Ringtail, common",Weekly,0
40162,Stanley crane,Yearly,1
40163,"Bird, red-billed tropic",Weekly,0
40164,American black bear,Weekly,1
40165,Western patch-nosed snake,Never,0
40166,"Bee-eater, carmine",Never,0
40167,Egyptian vulture,Yearly,1
40168,Cormorant (unidentified),Yearly,0
40169,"Echidna, short-beaked",Monthly,0
40170,Two-toed tree sloth,Yearly,0
40171,"Heron, yellow-crowned night",Yearly,0
40172,"Heron, giant",Never,1
40173,Nile crocodile,Weekly,1
40174,"Raven, cape",Once,0
40175,Laughing dove,Weekly,1
40176,Common palm civet,Yearly,0
40177,House sparrow,Seldom,1
40178,"Fox, asian red",Once,0
40179,"Bettong, brush-tailed",Often,1
40180,Scottish highland cow,Once,0
40181,"Gull, dusky",Weekly,0
40182,Small-clawed otter,Yearly,1
40183,Malagasy ground boa,Weekly,1
40184,African buffalo,Once,0
40185,"Phalarope, grey",Often,0
40186,"Dragon, ornate rock",Seldom,0
40187,"Gull, silver",Never,1
40188,Gila monster,Monthly,0
40189,"Pigeon, feral rock",Weekly,1
40190,Red-breasted nuthatch,Never,0
40191,"Lark, horned",Yearly,0
40192,"Lizard, giant girdled",Yearly,1
40193,"Boa, cook's tree",Daily,0
40194,"Sheep, american bighorn",Monthly,0
40195,Purple grenadier,Once,0
40196,"Macaque, japanese",Often,0
40197,White-nosed coatimundi,Seldom,0
40198,"Cat, long-tailed spotted",Monthly,1
40199,"Cat, long-tailed spotted",Weekly,0
40200,Swallow (unidentified),Often,1
40201,Red-shouldered glossy starling,Seldom,0
40202,"Beaver, european",Weekly,1
40203,Dromedary camel,Never,0
40204,Gelada baboon,Daily,0
40205,King cormorant,Yearly,0
40206,"Lemur, lesser mouse",Once,0
40207,"Stork, yellow-billed",Seldom,1
40208,Bahama pintail,Yearly,1
40209,Australian pelican,Yearly,0
40210,Long-tailed spotted cat,Once,0
40211,Painted stork,Once,1
40212,Four-horned antelope,Once,1
40213,"Macaque, japanese",Seldom,1
40214,"Waxbill, violet-eared",Often,1
40215,"Gorilla, western lowland",Seldom,1
40216,"Dolphin, striped",Seldom,1
40217,Kirk's dik dik,Seldom,0
40218,Ring-tailed gecko,Daily,0
40219,"Squirrel, grey-footed",Never,0
40220,Bald eagle,Weekly,0
40221,"Wapiti, elk,",Daily,1
40222,"Stork, european",Monthly,1
40223,"Bandicoot, long-nosed",Monthly,0
40224,"Raccoon, crab-eating",Daily,1
40225,"Grouse, sage",Seldom,1
40226,"Vulture, egyptian",Monthly,1
40227,Blue wildebeest,Daily,0
40228,Azara's zorro,Never,0
40229,Red-tailed hawk,Daily,1
40230,Brown capuchin,Often,1
40231,"Finch, common melba",Weekly,1
40232,Grison,Monthly,1
40233,Laughing kookaburra,Seldom,0
40234,Black-backed jackal,Daily,0
40235,"Gull, kelp",Once,1
40236,Common eland,Weekly,0
40237,"Wallaby, whip-tailed",Often,0
40238,Galapagos penguin,Often,1
40239,Chameleon (unidentified),Yearly,0
40240,"Grouse, greater sage",Daily,1
40241,"Crane, wattled",Seldom,1
40242,Springhare,Monthly,1
40243,"Monkey, vervet",Weekly,1
40244,Gaur,Never,0
40245,"Otter, african clawless",Yearly,1
40246,Little blue penguin,Often,0
40247,Arctic hare,Weekly,1
40248,Green-backed heron,Yearly,0
40249,"Bustard, stanley",Seldom,0
40250,Kalahari scrub robin,Once,0
40251,"Crane, brolga",Seldom,1
40252,Flightless cormorant,Weekly,0
40253,"Booby, blue-faced",Seldom,1
40254,Eleven-banded armadillo (unidentified),Once,1
40255,African fish eagle,Often,0
40256,Common mynah,Often,0
40257,Eastern box turtle,Yearly,0
40258,Wild water buffalo,Daily,0
40259,"Gull, lava",Weekly,1
40260,European wild cat,Weekly,0
40261,Red-legged pademelon,Often,1
40262,White-throated toucan,Often,0
40263,"Fox, asian red",Monthly,0
40264,"Bustard, denham's",Yearly,1
40265,"Barbet, crested",Seldom,0
40266,Mourning collared dove,Once,1
40267,"Bat, madagascar fruit",Once,0
40268,"Deer, roe",Often,0
40269,Yellow-crowned night heron,Monthly,0
40270,American marten,Daily,0
40271,Chimpanzee,Weekly,1
40272,"Legaan, water",Yearly,1
40273,"Francolin, swainson's",Yearly,1
40274,Little heron,Seldom,0
40275,Common grenadier,Weekly,0
40276,Margay,Daily,0
40277,"Snake, eastern indigo",Seldom,0
40278,"Phalarope, red",Once,0
40279,Eastern fox squirrel,Seldom,0
40280,"Buffalo, asian water",Weekly,0
40281,Mississippi alligator,Monthly,1
40282,"Crane, stanley",Yearly,0
40283,Spotted hyena,Often,0
40284,"Bat, little brown",Never,1
40285,"Crane, stanley",Often,1
40286,Waved albatross,Once,0
40287,"Dove, galapagos",Daily,1
40288,"Lorikeet, scaly-breasted",Weekly,0
40289,"Goldeneye, barrows",Often,0
40290,"Moorhen, purple",Never,1
40291,"Pelican, australian",Monthly,0
40292,Olive baboon,Daily,0
40293,Gecko (unidentified),Seldom,1
40294,Smith's bush squirrel,Often,1
40295,"Cat, miner's",Once,1
40296,"Monkey, black spider",Yearly,1
40297,Greater kudu,Seldom,0
40298,Chuckwalla,Often,1
40299,Numbat,Daily,1
40300,Praying mantis (unidentified),Daily,0
40301,Ibex,Never,1
40302,"Boa, columbian rainbow",Monthly,1
40303,"Sparrow, house",Never,0
40304,"Stork, yellow-billed",Once,0
40305,"Lory, rainbow",Never,1
40306,Barking gecko,Often,0
40307,"Sandgrouse, yellow-throated",Weekly,1
40308,Oriental white-backed vulture,Yearly,0
40309,"Deer, white-tailed",Often,1
40310,Spotted hyena,Yearly,1
40311,Indian peacock,Daily,0
40312,"Fox, grey",Yearly,0
40313,Indian peacock,Never,0
40314,Blue-faced booby,Yearly,1
40315,Palm squirrel,Monthly,0
40316,"Rabbit, eastern cottontail",Daily,1
40317,"Whale, long-finned pilot",Yearly,0
40318,"Booby, blue-faced",Often,0
40319,Ringtail,Once,0
40320,"Buffalo, asian water",Never,0
40321,"Caracara, yellow-headed",Often,0
40322,Hudsonian godwit,Once,1
40323,Llama,Yearly,0
40324,Common shelduck,Yearly,1
40325,"Fox, crab-eating",Often,0
40326,"Mongoose, javan gold-spotted",Seldom,0
40327,Malachite kingfisher,Yearly,0
40328,"Stork, european",Never,1
40329,Savannah deer (unidentified),Monthly,0
40330,Bobcat,Daily,1
40331,Killer whale,Weekly,0
40332,"Hornbill, southern ground",Seldom,1
40333,Gelada baboon,Yearly,1
40334,White stork,Monthly,1
40335,"Stork, openbill",Monthly,1
40336,Brown capuchin,Seldom,0
40337,Adouri (unidentified),Monthly,0
40338,"Ferret, black-footed",Weekly,1
40339,Three-banded plover,Never,0
40340,"Possum, golden brush-tailed",Once,1
40341,"Kangaroo, jungle",Once,0
40342,"Skink, african",Daily,1
40343,"Lemur, grey mouse",Never,0
40344,"Marmot, hoary",Never,1
40345,"Ferret, black-footed",Never,0
40346,"Lourie, grey",Monthly,0
40347,Caracara (unidentified),Daily,1
40348,Amazon parrot (unidentified),Seldom,1
40349,"Gull, silver",Daily,1
40350,Little cormorant,Never,0
40351,Violet-eared waxbill,Seldom,0
40352,Jungle kangaroo,Monthly,0
40353,Kafue flats lechwe,Weekly,0
40354,White-tailed jackrabbit,Weekly,0
40355,Black-crowned crane,Monthly,1
40356,Feral rock pigeon,Often,0
40357,Beisa oryx,Daily,1
40358,Gemsbok,Daily,1
40359,Brown brocket,Monthly,0
40360,Red-winged hawk (unidentified),Once,1
40361,Lava gull,Seldom,1
40362,Brown brocket,Daily,0
40363,"Caiman, spectacled",Weekly,1
40364,"Sloth, pale-throated three-toed",Never,0
40365,Civet cat,Daily,1
40366,Common duiker,Monthly,1
40367,Collared lemming,Once,0
40368,Crested barbet,Weekly,0
40369,Brown and yellow marshbird,Once,1
40370,"Dragon, asian water",Monthly,1
40371,"Rhinoceros, square-lipped",Never,0
40372,"Woodpecker, downy",Often,1
40373,Grey fox,Often,1
40374,"Booby, blue-footed",Weekly,1
40375,"Gecko, barking",Never,0
40376,Arctic fox,Daily,1
40377,"Cockatoo, red-tailed",Never,1
40378,Red-tailed wambenger,Never,1
40379,Tammar wallaby,Daily,1
40380,"Bird, secretary",Monthly,1
40381,"Skunk, western spotted",Never,0
40382,Leadbeateri's ground hornbill,Never,1
40383,"Pelican, great white",Often,1
40384,"Goose, cape barren",Once,1
40385,"Lory, rainbow",Often,1
40386,Small-toothed palm civet,Often,0
40387,"Spoonbill, european",Yearly,1
40388,Hoffman's sloth,Once,0
40389,Small-spotted genet,Once,0
40390,Bottle-nose dolphin,Daily,0
40391,"Armadillo, seven-banded",Once,0
40392,Roe deer,Never,0
40393,Brown brocket,Daily,0
40394,Four-spotted skimmer,Often,1
40395,Russian dragonfly,Often,1
40396,Tawny frogmouth,Daily,0
40397,Ringtail cat,Yearly,1
40398,"Flicker, field",Often,1
40399,Common melba finch,Daily,0
40400,Mourning collared dove,Often,0
40401,African lynx,Once,0
40402,Pampa gray fox,Monthly,1
40403,Silver gull,Daily,0
40404,"Leopard, indian",Often,0
40405,Common nighthawk,Never,0
40406,Red howler monkey,Monthly,0
40407,"Jackal, indian",Monthly,0
40408,"Rat, desert kangaroo",Daily,0
40409,"White-eye, pale",Daily,0
40410,"Phascogale, brush-tailed",Weekly,0
40411,Superb starling,Often,1
40412,"Skua, long-tailed",Yearly,1
40413,Malabar squirrel,Yearly,0
40414,"Lion, steller sea",Yearly,1
40415,"Frogmouth, tawny",Yearly,0
40416,Eastern boa constrictor,Monthly,0
40417,Snowy sheathbill,Daily,1
40418,Barrows goldeneye,Once,0
40419,"Booby, masked",Never,0
40420,Giant girdled lizard,Often,1
40421,Madagascar fruit bat,Seldom,0
40422,Silver gull,Once,0
40423,Carpet snake,Weekly,1
40424,Brown pelican,Monthly,1
40425,"Lion, australian sea",Monthly,0
40426,Dassie,Yearly,1
40427,Arctic hare,Seldom,1
40428,"Duck, mountain",Often,0
40429,"Blackbird, red-winged",Daily,0
40430,Little cormorant,Weekly,1
40431,"Eagle, long-crested hawk",Daily,0
40432,Asian red fox,Often,0
40433,"Tortoise, galapagos",Often,1
40434,"Jackal, silver-backed",Yearly,1
40435,"Fox, arctic",Once,0
40436,Ring dove,Monthly,1
40437,Bushpig,Never,1
40438,"Flamingo, roseat",Weekly,0
40439,Greater roadrunner,Once,1
40440,"Dragon, western bearded",Never,0
40441,Asian foreset tortoise,Often,0
40442,Timber wolf,Never,0
40443,"Gecko, bent-toed",Often,1
40444,Fringe-eared oryx,Daily,0
40445,Oriental short-clawed otter,Yearly,0
40446,"Squirrel, malabar",Daily,1
40447,Magistrate black colobus,Yearly,0
40448,Little grebe,Once,0
40449,Cormorant (unidentified),Monthly,0
40450,"Gnu, brindled",Once,0
40451,"Seal, common",Yearly,1
40452,"Spoonbill, european",Daily,1
40453,White-throated monitor,Daily,1
40454,Antelope ground squirrel,Often,0
40455,"Duck, white-faced whistling",Often,0
40456,Australian pelican,Weekly,1
40457,"Wallaby, bennett's",Monthly,1
40458,"Cat, kaffir",Once,1
40459,"Coatimundi, ring-tailed",Monthly,1
40460,American black bear,Yearly,1
40461,"Teal, hottentot",Often,0
40462,Galapagos hawk,Daily,1
40463,"Gull, dusky",Once,0
40464,"Gecko, barking",Yearly,0
40465,"Phascogale, brush-tailed",Weekly,1
40466,Collared lemming,Once,1
40467,Gulls (unidentified),Daily,0
40468,"Pademelon, red-legged",Once,0
40469,"Hartebeest, red",Yearly,0
40470,"Crane, black-crowned",Monthly,0
40471,Kinkajou,Weekly,0
40472,"Cormorant, javanese",Seldom,1
40473,"Porcupine, prehensile-tailed",Yearly,1
40474,Golden jackal,Often,0
40475,Small-spotted genet,Daily,0
40476,"Fox, blue",Never,0
40477,"Zorro, common",Weekly,0
40478,Black-throated cardinal,Yearly,1
40479,Golden jackal,Weekly,0
40480,"Dragon, frilled",Yearly,0
40481,African elephant,Monthly,0
40482,Red-breasted nuthatch,Never,1
40483,Woylie,Monthly,1
40484,"Kingfisher, white-throated",Yearly,0
40485,"Eagle, pallas's fish",Yearly,1
40486,"Gull, swallow-tail",Seldom,0
40487,King cormorant,Once,0
40488,"Gazelle, grant's",Often,1
40489,Bush dog,Often,0
40490,Australian masked owl,Never,1
40491,Cheetah,Weekly,1
40492,Indian jackal,Never,1
40493,"Creeper, black-tailed tree",Never,1
40494,Red sheep,Seldom,0
40495,Brown pelican,Often,1
40496,"Phalarope, red-necked",Once,0
40497,"Goose, canada",Often,0
40498,"Stork, openbill",Monthly,0
40499,Australian pelican,Daily,0
40500,"Goose, knob-nosed",Never,1
40501,Four-striped grass mouse,Seldom,1
40502,"Sandgrouse, yellow-throated",Once,0
40503,Black swan,Never,1
40504,North American porcupine,Monthly,1
40505,White-tailed jackrabbit,Monthly,1
40506,Chital,Once,1
40507,"Peccary, collared",Never,1
40508,"Squirrel, indian giant",Daily,0
40509,"Eagle, bateleur",Weekly,0
40510,"Porcupine, crested",Often,1
40511,Short-nosed bandicoot,Never,0
40512,Black-necked stork,Never,0
40513,Sally lightfoot crab,Weekly,0
40514,Kongoni,Yearly,0
40515,Black vulture,Seldom,1
40516,"Gull, swallow-tail",Never,0
40517,Brown and yellow marshbird,Weekly,0
40518,Australian sea lion,Seldom,0
40519,"Phalarope, red",Once,0
40520,"Parrot, hawk-headed",Weekly,0
40521,Beisa oryx,Never,0
40522,"Seal, northern elephant",Daily,1
40523,Eurasian badger,Daily,0
40524,Emerald green tree boa,Daily,1
40525,"Eland, common",Seldom,1
40526,"Sungazer, yellow-brown",Once,0
40527,"Polecat, african",Weekly,1
40528,Blue-faced booby,Once,0
40529,"Loris, slender",Yearly,1
40530,"Armadillo, seven-banded",Weekly,1
40531,South American sea lion,Daily,0
40532,"Snake, western patch-nosed",Weekly,0
40533,"Badger, eurasian",Once,1
40534,Darwin ground finch (unidentified),Seldom,1
40535,Roseate cockatoo,Weekly,0
40536,"Toucan, red-billed",Once,1
40537,"Mockingbird, galapagos",Daily,0
40538,"Bird, secretary",Yearly,1
40539,Llama,Weekly,0
40540,Spectacled caiman,Yearly,0
40541,"Jackal, asiatic",Once,1
40542,Azara's zorro,Once,0
40543,Spotted hyena,Seldom,1
40544,"Stork, painted",Yearly,1
40545,"Dove, little brown",Yearly,0
40546,North American porcupine,Daily,0
40547,Cape fox,Yearly,0
40548,"Cormorant, large",Often,0
40549,Nubian bee-eater,Weekly,0
40550,Tree porcupine,Often,1
40551,Red and blue macaw,Seldom,1
40552,Richardson's ground squirrel,Often,0
40553,"Hornbill, southern ground",Once,0
40554,Galapagos sea lion,Yearly,0
40555,Onager,Seldom,1
40556,"Dove, ring",Once,0
40557,Common raccoon,Often,1
40558,"Shelduck, common",Daily,1
40559,Long-tailed jaeger,Seldom,0
40560,Common long-nosed armadillo,Often,0
40561,Common pheasant,Once,1
40562,"Bee-eater, white-fronted",Once,0
40563,Collared lizard,Seldom,0
40564,Indian jackal,Once,1
40565,"Crane, brolga",Weekly,1
40566,"Crab, red lava",Once,1
40567,"Goldeneye, barrows",Yearly,0
40568,"Boa, emerald green tree",Weekly,1
40569,"Lizard, giant girdled",Daily,0
40570,Crab (unidentified),Once,0
40571,Dark-winged trumpeter,Weekly,0
40572,"Glider, sugar",Seldom,1
40573,Woolly-necked stork,Weekly,0
40574,"Duck, blue",Monthly,0
40575,Chimpanzee,Often,0
40576,Common long-nosed armadillo,Once,0
40577,Cape cobra,Monthly,1
40578,"Legaan, water",Never,1
40579,Pronghorn,Never,1
40580,Zorilla,Weekly,1
40581,"Cockatoo, long-billed",Once,1
40582,"Snake, carpet",Weekly,0
40583,"Squirrel, european red",Often,0
40584,"Stork, greater adjutant",Once,1
40585,Black-backed jackal,Weekly,1
40586,Eastern fox squirrel,Never,1
40587,"Jaeger, long-tailed",Yearly,1
40588,King cormorant,Once,0
40589,"Possum, ring-tailed",Daily,1
40590,Long-nosed bandicoot,Seldom,1
40591,"Egret, snowy",Often,1
40592,"Macaw, blue and gold",Often,1
40593,American marten,Once,0
40594,"Otter, cape clawless",Daily,1
40595,"Gazelle, thomson's",Daily,0
40596,Western patch-nosed snake,Weekly,0
40597,Chimpanzee,Seldom,1
40598,"Fox, crab-eating",Often,1
40599,"Eagle, crowned",Often,0
40600,Nubian bee-eater,Daily,0
40601,"Oryx, fringe-eared",Never,1
40602,Violet-crested turaco,Monthly,0
40603,Crimson-breasted shrike,Weekly,1
40604,"Kite, black",Often,0
40605,"Mongoose, banded",Seldom,0
40606,"Shelduck, european",Yearly,1
40607,Common palm civet,Seldom,1
40608,Swainson's francolin,Never,0
40609,"Bustard, denham's",Once,1
40610,Dromedary camel,Often,1
40611,Plains zebra,Yearly,0
40612,Common duiker,Often,0
40613,"Tern, arctic",Monthly,1
40614,Feral rock pigeon,Seldom,1
40615,Thirteen-lined squirrel,Never,1
40616,Southern lapwing,Once,1
40617,Wild water buffalo,Often,0
40618,"Lemur, lesser mouse",Once,1
40619,Kaffir cat,Daily,0
40620,Mexican boa,Seldom,0
40621,"Waterbuck, common",Weekly,1
40622,Two-banded monitor,Yearly,0
40623,African skink,Weekly,1
40624,"Bulbul, black-fronted",Never,0
40625,"Hawk-eagle, crowned",Once,0
40626,Ring-tailed gecko,Monthly,0
40627,"Crane, sarus",Once,0
40628,"Macaw, blue and gold",Daily,1
40629,Pine snake (unidentified),Weekly,0
40630,Sun gazer,Once,0
40631,Sulfur-crested cockatoo,Often,0
40632,"Cockatoo, sulfur-crested",Once,1
40633,Crested barbet,Yearly,1
40634,"Deer, roe",Weekly,1
40635,"Lemming, arctic",Never,1
40636,Oriental short-clawed otter,Weekly,0
40637,Cormorant (unidentified),Once,0
40638,White-throated toucan,Weekly,1
40639,Little cormorant,Never,0
40640,Greater rhea,Once,1
40641,"Lapwing, southern",Often,0
40642,"Deer, black-tailed",Seldom,1
40643,Monitor lizard (unidentified),Yearly,1
40644,African darter,Yearly,0
40645,Blue and yellow macaw,Never,1
40646,Black bear,Often,0
40647,"Barbet, levaillant's",Never,1
40648,Scarlet macaw,Seldom,1
40649,"Partridge, coqui",Never,0
40650,"Bird, pied butcher",Monthly,1
40651,Mississippi alligator,Weekly,0
40652,"Cat, kaffir",Monthly,0
40653,White rhinoceros,Daily,0
40654,Long-tailed jaeger,Never,1
40655,Argalis,Yearly,0
40656,Brush-tailed bettong,Yearly,0
40657,Black-tailed deer,Monthly,1
40658,Sandhill crane,Never,1
40659,Argalis,Seldom,0
40660,"Otter, brazilian",Often,0
40661,Salmon pink bird eater tarantula,Weekly,1
40662,Musk ox,Monthly,1
40663,Fisher,Weekly,1
40664,"Finch, common melba",Often,1
40665,"Porcupine, tree",Once,1
40666,Helmeted guinea fowl,Seldom,0
40667,Yellow baboon,Never,0
40668,Steller's sea lion,Monthly,0
40669,African clawless otter,Daily,0
40670,Blue catfish,Yearly,1
40671,"Crocodile, nile",Daily,1
40672,"Tamandua, southern",Yearly,1
40673,"Woodcock, american",Yearly,1
40674,Wolf spider,Yearly,0
40675,"Monkey, black spider",Often,1
40676,"Shrew, mandras tree",Often,1
40677,"Phalarope, red-necked",Weekly,0
40678,Blue and gold macaw,Never,0
40679,Western bearded dragon,Seldom,0
40680,"Heron, striated",Once,1
40681,Grey-footed squirrel,Daily,1
40682,"Catfish, blue",Yearly,1
40683,Galapagos penguin,Never,1
40684,"Lechwe, kafue flats",Never,0
40685,"Drongo, fork-tailed",Monthly,0
40686,Cape cobra,Never,0
40687,"Hyena, striped",Monthly,1
40688,"Alligator, mississippi",Yearly,0
40689,"Crane, sandhill",Weekly,1
40690,"Ibis, glossy",Daily,1
40691,Golden jackal,Weekly,0
40692,Andean goose,Monthly,1
40693,Grey heron,Daily,1
40694,Puna ibis,Monthly,1
40695,White-necked raven,Once,0
40696,"Trumpeter, dark-winged",Once,1
40697,"Bear, grizzly",Never,0
40698,"Turtle, snake-necked",Seldom,0
40699,"Wambenger, red-tailed",Yearly,0
40700,"Fox, arctic",Yearly,1
40701,"Fox, crab-eating",Daily,0
40702,Klipspringer,Monthly,0
40703,"Sparrow, house",Yearly,1
40704,Grison,Often,0
40705,"Lizard, mexican beaded",Once,0
40706,"Deer, mule",Often,0
40707,"Civet, common palm",Monthly,1
40708,"Squirrel, african bush",Once,1
40709,"Dragon, komodo",Daily,0
40710,Jungle cat,Yearly,1
40711,Red-breasted nuthatch,Once,0
40712,White-winged black tern,Often,1
40713,Northern fur seal,Weekly,1
40714,Gerbil (unidentified),Daily,0
40715,"Brocket, red",Yearly,0
40716,Long-nosed bandicoot,Monthly,1
40717,Green-backed heron,Never,1
40718,Black-capped capuchin,Seldom,0
40719,"Squirrel, richardson's ground",Daily,1
40720,Red-winged hawk (unidentified),Never,1
40721,Verreaux's sifaka,Seldom,1
40722,"Woodcock, american",Weekly,0
40723,Asiatic jackal,Never,1
40724,"Starling, red-shouldered glossy",Yearly,1
40725,Openbill stork,Often,0
40726,Native cat,Often,0
40727,"Woodpecker, downy",Daily,1
40728,"Beaver, north american",Once,1
40729,"Duck, blue",Daily,1
40730,"Eagle, pallas's fish",Yearly,1
40731,Puma,Often,0
40732,"Cormorant, large",Weekly,0
40733,"Eland, common",Often,0
40734,African skink,Never,1
40735,Eastern boa constrictor,Weekly,0
40736,"Python, carpet",Daily,0
40737,"Whale, killer",Daily,0
40738,Worm snake (unidentified),Monthly,0
40739,African lion,Yearly,1
40740,Long-tailed skua,Often,0
40741,"Wallaby, euro",Monthly,0
40742,Grey fox,Yearly,0
40743,"Hyena, striped",Yearly,0
40744,Thirteen-lined squirrel,Often,0
40745,"Shrike, common boubou",Never,1
40746,"Cat, african wild",Daily,0
40747,Raccoon dog,Monthly,0
40748,Turtle (unidentified),Never,1
